hotel_id,author,location,rating,date,date_visited,title,text,trip_type,helpful,photos,language,contributions,avatar
1007724,Wyatt O,,1,2025-03-21,2025-03-31,Disappointing experience with the room and staff,"We have booked an 18sqm double bed room which turns out to be the size of a broom chamber. The bed is not the size of a standard double bedroom, it’s barely impossible for two adults to occupy the room together, let alone walk around the bed. There is damage across the room, the AC who doesn’t operate in “winter” (Mid March) we have to open the window every few hours to let cool air in. Cables hanging out, damaged furniture. Would not recommend this place. The night staff do simply not care and tell you to come back in the morning to speak to another staff. Very disappointing, also as we had to pre-pay for five nights and no choice other than to stay here.",Traveled as a couple,3,"[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/66/e0/f1/caption.jpg"", ""caption"": """", ""photo_id"": ""795271409""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/66/e0/f2/caption.jpg"", ""caption"": """", ""photo_id"": ""795271410""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/66/e0/f3/caption.jpg"", ""caption"": """", ""photo_id"": ""795271411""}]",en,8,
1007724,Hannah J,"Placitas, New Mexico",4,2025-01-24,2025-01-31,"Cool, boutique hotel in a great hood","Cool, hip hotel on the Lower East Side.  Great neighborhood.  Lot’s to do, see, eat, drink. Down the street from Katz Deli, striking distance to Soho, and close to public transportation.  The rooms are small (its NYC!), but comfortable.  There is a common kitchen area and a very sweet roof deck, although it was pretty cold during our stay so we did not utilize it except for taking a couple of photos.  There is also coffee and snacks in the lobby.  A nice touch!  The staff was super friendly and accommodating, too.  Oh! and the windows are soundproofed!  Great stay.",Traveled as a couple,130,,en,391,
1007724,Elena T,New Jersey,1,2024-11-11,2024-11-30,Suspicious,"I recently booked a ""reserve now, pay later"" room via Hotels.com, but my card was charged immediately. Then I received a text:

""Hi xxxx, this is Samantha from The Ridge Hotel. Before we take payment via your credit card, we wanted to offer a cash discount. If you pay cash upon arrival, I can lower your rate from $352.00 to $300.00. Let us know!""

When I called right away to clarify, the woman I spoke with was rude and asked me for more information. I ended up canceling and disputing the charge.

It seemed like a scam.",Traveled with family,,,en,1,
1007724,Owen Y,"New York City, New York",5,2024-09-30,2024-09-30,the most fully automated check-in hotel I’ve experienced,"The hotel has a beautiful rooftop. It’s the most fully automated check-in hotel I’ve experienced—you’re required to register online before arrival to receive your entry code and stay details. While they do have front desk staff, they don’t seem to handle check-ins directly. If you arrive late without registering online, you may run into some issues since the front desk isn’t staffed 24/7.

The rooms are small but come with a fridge and microwave, facing a view of the East Village. The TV isn’t able to stream, so it’s more of a classic “movie night” experience with limited options. However, the real highlight is the rooftop, where you can get a distant view of the Empire State Building. The flooring is made of old wooden planks—somewhat decayed, creaky underfoot, and adding a unique charm. That said, be cautious with kids; my child was playing with a toy car on the floor and accidentally got scratched by an exposed nail from the old wood, leaving a mark that lasted about a week.

The first floor has 24-hour K-cup coffee available, and the hotel is close to iconic spots like Katz’s Deli and Russ & Daughters. But what I enjoyed the most was the rooftop—it adds a lot of value to the overall experience, making this a very cost-effective hotel choice.",Traveled with family,6,"[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a9/af/28/caption.jpg"", ""caption"": """", ""photo_id"": ""766095144""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a9/af/29/caption.jpg"", ""caption"": """", ""photo_id"": ""766095145""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a9/af/2a/caption.jpg"", ""caption"": """", ""photo_id"": ""766095146""}]",en,42,
1007724,Hugo U,"Cape May, New Jersey",1,2024-04-27,2024-04-30,Rotten Customer Service,"Booked this hotel in the past because it is a black away from where my son lives. Somehow, booked the wrong dates. Even though I have stayed at the hotel before and would have stayed at the hotel many times again, they would not refund my money. 
I come to New York at least six times a year. Do the math. Certainly, would have made the money back for a refund of a room they will rent out again. 
The only reason I stayed at the hotel is because of the convenience to my son’s apartment and the cost. Otherwise, the room is very small and uncomfortable.",Traveled as a couple,5,,en,59,
1007724,Aiden Y,,5,2024-04-17,2024-03-31,The Ridge staff is extraordinary.  We'll be back!,"Everything about our week at The Ridge Hotel in March, 2024 was perfect.  A+ location steps from subway, spacious public spaces on the roof and in the basement, and FANTASTIC staff.  Jasmine and Brian at the desk were kind, cheerful, and more than happy to engage for a few minutes when we had questions.  We're already planning our return next Spring Break and The Ridge is one of the reasons we'll be back.  Top-notch operation from top to bottom.  Be sure to check out the Batsu! comedy show just a few blocks away.",Traveled with family,,,en,1,
1007724,Miguel Q,"Boise, Idaho",1,2024-02-25,2023-09-30,Buyer beware!,"I booked The Ridge via booking.com and will never go there again. We arrived late due to airline delays and when we arrived were not able to get into the room.
Their “contactless” check-in process was that they sent us a code to enter the building and one to enter the room. The front door code worked, the room code didn’t. We were stuck in the hallway. I called the number provided and a person answered but said she couldn’t get into the computer. I asked what she was going to do and she hung up and never answered again. Our repeated attempts to call and text were not successful and we spent all night in the basement community room. No access code for the bathroom. 
In the morning they gave us a new door code and promised a refund. We never got it. They claimed it was refunded but we never got it. 
My credit card company wouldn’t help because the hotel had required full payment upon booking, several months in advance. The bank said we had to dispute the charge within 60 days, but our arrival was 3 months after the booking date.
The room was impossibly small. And overall the hotel is substandard. And unethical. 
Don’t go there!",Traveled as a couple,6,,en,38,
1007724,Zachary S,"Hereford, United Kingdom",3,2024-02-15,2024-02-29,"Lower East side location good, you get what you pay for ($500 for 3 nights).","Good clean bathroom and room. Double bed quite comfy tight against one wall, with TV, fridge, wardrobe, microwave, on the remaining side so room for one person at a time to move past. Iron and hairdryer in the room. We were at the side of the building and it was quiet enough with the window closed. Front rooms overlook a nightclub! No staff in the building, though occasionally someone would be sitting at the front desk. Check-in details received 24 hours by email as promised - all done by door codes. Coffee granules supplied but no tea, milk or robes (as promised) found. Communal room in basement with more coffee and TV , microwave etc.",Traveled as a couple,4,,en,11,
1007724,Antoine S,"Long Island, New York",2,2024-01-28,2024-01-31,Boiling hot room and the noisiest I have ever hear in Manhattan - drove home at 2am,"Booked because it was cheap and close to the LES. Room was boiling hot and the air con wasn’t working. Guy at reception said something is wrong with it and others complained, but he already gave all the fans he had away. It was also insanely loud in the room even if window was closed. Psychotic car honking for hours and people on street were so loud. I used to live in nyc for 10 years and I don’t recall it ever being this horrible. It was impossible to sleep so my boyfriend and I left at 2am and I drove my car home in an awful rainstorm. I fridge and microwave could come in handy. But I only recommend staying here if you are under 25 and plan on being insanely wasted when you get back to the room and then maybe you’ll sleep and not care about anything else.",Traveled as a couple,4,,en,21,
1007724,Poppy I,"Atlanta, Georgia",2,2024-01-17,2024-01-31,"Glorified Hostel, Noisy & Falling Apart Already","I stayed here for one night in January 2024. I was curious to see the inside after watching them build it not too long ago, when I still lived in the neighborhood. I was in total amazement to see how much it is already falling apart. 

I booked a room with a full sized bed. There's a lot of stuff (tv, mini fridge, microwave, luggage rack) which is helpful but the room was in very poor condition. Very poor lighting in both the bedroom and bathroom. The laminate on my single folding side table was peeling off. One of the two hooks on the back of the bathroom door was missing. The shelf over the toilet was missing (empty brackets still attached to the wall). The sconces next to the bed looked like they were about to fall off the wall. There were random wall anchors with nothing attached to them that I initially thought were bugs. (No bugs!) Beaten up cabinets. Some shady looking ceiling tiles in the bathroom. Two outlets next to the bed but three phone jacks?! The bed itself sounded like it might have collapsed underneath me. A little thing but to add to the mix, the art wasn't even centered over the bed. Lol. The inside of the safe was randomly on top of the freestanding closet. 

I could also hear every single person in the hall -- full conversations -- and quite a bit of traffic from Houston St. 

These owners clearly don't care whatsoever for this property and did things as cheaply as possible. The hotel is however safe, secure, and relatively clean.

If you get a stellar (under $100 per night including taxes) deal and are searching for an efficiency hotel, this is a great location. I'm in NYC for work weekly and I will not stay here again, despite that. It's basically a hostel with private rooms.",Traveled on business,1,"[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3c/cf/60/caption.jpg"", ""caption"": ""Sketchy ceiling tiles"", ""photo_id"": ""725405536""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3c/cf/61/caption.jpg"", ""caption"": ""A \""creative\"" attempt at hanging art"", ""photo_id"": ""725405537""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3c/cf/62/caption.jpg"", ""caption"": ""The safe drawer hiding on top of the freestanding closet"", ""photo_id"": ""725405538""}]",en,7,
10137564,Isla O,,5,2026-07-06,2026-07-31,Super stay,"B&B in a perfect location to reach the major points of interest.
Clean room with all the necessary comfort for a great stay.
Very important, windows with new frames, consequently you cannot hear the chaos outside and you can rest in peace. 
Manu, the hostess, is very nice and funny. Truly a pleasure to have met her.
We will definitely return next year!!!",Traveled as a couple,,,en,1,
10137564,Chloe D,"Rimini, Italy",5,2026-07-06,2026-07-31,Exceptional experience,"Beautiful property, the owner was incredibly kind and helpful, excellent location, we highly recommend it to anyone looking for a B&B in the Vatican area.
We will definitely return",Traveled as a couple,1,,en,2,
10137564,Chloe W,,5,2026-06-20,2026-06-30,Excellent accommodation just steps from St. Peter's.,"Great guest house ten minutes on foot from the Vatican. Very close to the metro line A for quickly reaching all the main monuments of Rome. 
Clean and welcoming room with all amenities and air conditioning. Common area with fridge and mini kitchen that are very useful. Elevator absolutely essential for carrying luggage.
Area rich in restaurants and bars for all tastes.
Staff available for any needs.
Highly recommended!",Traveled with family,,,en,1,
10137564,Poppy L,,5,2026-06-19,2026-06-30,Beautiful Stay!!,"We stayed for 4 nights, and we truly enjoyed it a lot. The room is very nice, spacious, the place is charming, and it is in a perfect area. 
Very easy to get there, close to the Vatican. 
Thank you, Manuela, for your good vibes, for when we had an issue due to our mistake, you came right away to help us, for being attentive to how we were, and for your recommendations to places with a lot of information! 
We are happy to have decided to stay here and we would definitely come back!!",Traveled as a couple,,,en,2,
10137564,Connor U,,5,2026-06-10,2026-05-31,Clean structure in a beautiful location,"We stayed three nights in this establishment. What can I say? Everything was wonderful, from the room to the kitchen. Impeccable cleanliness, perfect location, close to all services. Manuela is a fantastic and caring person.",Traveled as a couple,,,en,4,
10137564,Katie M,,5,2026-06-09,2026-06-30,Great,Ideal apartment for traveling in a group. Clean and well-located. The area is safe and perfect for visiting Rome without the need to use public transportation.,Traveled with friends,,,en,1,
10137564,Adam E,,4,2026-06-09,2026-06-30,Comfort and location.,"Comfort and good location, ideal to take the January floor. The neighborhood is very good, close to the Vatican.",Traveled with friends,1,"[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/7e/fc/ed/caption.jpg"", ""caption"": """", ""photo_id"": ""863960301""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/7e/fc/ee/caption.jpg"", ""caption"": """", ""photo_id"": ""863960302""}]",en,13,
10137564,Louis M,,5,2026-06-09,2026-06-30,Magnificent apartments to enjoy Rome.,"Magnificent apartments that are very complete with everything necessary in an excellent location near the Vatican to visit, enjoy, and get to know Rome.
Manuela is a magnificent host; she helped us with airport transfers, and she provided options for places to have dinner on the first day and breakfast.",Traveled with friends,,"[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/7f/12/8a/caption.jpg"", ""caption"": ""Zona común"", ""photo_id"": ""863965834""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/7f/13/14/caption.jpg"", ""caption"": ""Zona común"", ""photo_id"": ""863965972""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/7f/13/15/caption.jpg"", ""caption"": """", ""photo_id"": ""863965973""}]",en,15,
10137564,Samuel D,,5,2026-06-09,2026-06-30,Absolutely recommendable.,"Great apartment, with 4 rooms, each with its own bathroom. Very close to the Vatican. The host, Manuela, is very attentive to everything and very approachable. Highly recommendable, would return. Thank you",Traveled with friends,3,,en,3,
10137564,Alice X,"Milan, Italy",5,2026-06-06,2026-06-30,Great,"The location, attention to detail, and the care of the guest Manuela made this stay more than pleasant.

I am often in Rome for work, and I believe that after so much ""wandering,"" I have found the ideal solution, and after having been there with my family, I think I can recommend Tinkerbell to everyone.",Traveled on business,,,en,2,
10137564,George V,,5,2026-06-02,2026-05-31,Thank you❤️,"We spent four wonderful days! We had a great time! Excellent place. Emanuela is truly kind and hospitable. Cozy rooms and very comfortable beds. Excellent room cleanliness and a location just 10 minutes on foot from the Vatican Museums.
Thank you very much 
Samanta",Traveled with family,,,en,1,
10137564,Morgan I,"Mumbai, India",5,2026-06-01,2026-05-31,Perfect stay in a awesome locality,"We stayed in Tinkerbell Roma in May
Initially me and my daughter and then later my husband joined us
The location is perfect,close to public transport, very quiet and safe 
Manuela is an amazing host, helpful at every step, very patiently answered our queries
We had a very pleasant and amazing stay
Would recommend to friends and family",Traveled with family,3,,en,52,
10137564,Hannah P,,5,2026-05-25,2026-05-31,Highly recommended,"Great location, beautiful property. Excellent cleanliness but above all, the owner is professional, available, and very kind!",Traveled as a couple,,,en,2,
10137564,Aaron B,"Quebec City, Quebec, Canada",5,2026-05-20,2026-05-31,Fabulous - just flipping Fabulous.,"What a find!  A few minutes walk from the Vatican - perfect if you book an early slot for the Vatican tour (definitely recommended as its crazy busy) and the perfect landlady.  We booked this via a booking site, but would recommend getting in touch directly with her - she is an absolute gem and she has created a lovely place to stay in Rome.  It's essentially two apartments on two floors with 4 en suite bedrooms in each.  She has also created a lovely kitchen area with everything you could need including an iron!  If you want to have breakfast, you can shop locally and store in the fridge.   You may be sharing with others, we met some really nice people who were also staying there.  It's Rome, so don't expect it to be big, space is a premium -  unless you want to spend much much more on a large hotel room..good luck finding that!  She got in touch most days to make sure everything was good, gave great suggestions for food and was really helpful. We could not have had a  better start to a 3 city trip than this.   Not far from the underground and buses galore.  Lots of really good places to eat and drink too and definitely head to Fabrica around the corner for a fantastic breakfast.",Traveled with friends,37,,en,54,
10137564,Noah Z,,5,2026-05-19,2026-05-31,❤️,"All the best !!! House, location , price and ... Manuella !!!",Traveled with friends,,,en,1,
10137564,Marta K,,5,2026-05-13,2025-08-31,Super,The place is  very clean and nice  . And the owner is very kind❤️,Traveled with friends,,,en,1,
10137564,Jessica P,,5,2026-05-13,2026-05-31,Pleasant stay at the accommodation.,"My experience was quite good; everything was organized, clean, and without any difficulties. Grateful for the hospitality. Recommended.",Traveled with family,,,en,1,
10137564,Sydney I,,5,2026-05-10,2026-05-31,I'll be back,"Very convenient place, a few steps from the metro Ottaviano. Impeccable room, both from a point of view of cleanliness and services and from an aesthetic point of view. Staff available and attentive to every problem and need",Traveled as a couple,,,en,1,
10137564,Michael A,,5,2026-05-10,2026-05-31,Stay Top!,"Very cozy and spacious rooms, super strategic area a few minutes from Ottaviano and convenient to reach the Olympic Stadium on foot",Traveled as a couple,,,en,1,
10137564,Marta V,,5,2026-05-10,2026-05-31,"Warm, welcome and convenient","Obviously loved our stay!Massive thanks to Manuela for being such legend - she was so happy, welcoming and gave us the best local tips on where to eat and shop.Her knowledge of the city made us trip amazing! The place is spotless and in a prime spot. We’ll be back for sure! Cheers!",Traveled with family,,,en,1,
10150697,Ruby O,"Liverpool, United Kingdom",1,2026-07-24,2026-07-31,Avoid annexe rooms!!,"The hotel needs to be more honest about the condition and environment of rooms in the annexe building. It’s a building site, habitable rooms only on floor 5, and they are of a basic standard with works incomplete in the rooms. Floors 0-4 are a building site, we had to navigate pallets of building materials to access and egress the building, stairs were blocked due to scaffolding, with an antiquated lift holding only 2 persons service the habitable floor. If the lift breaks down you’re knackered, how they get a certificate to confirm the building is safe and meets the standards is beyond me. If you intend booking this hotel establish beyond doubt if you’re in main hotel or annexe, if the annexe, I would encourage you to find elsewhere as it is a pretty poor offer at present.",Traveled as a couple,51,"[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/f4/72/2f/caption.jpg"", ""caption"": ""Building operatives helping us navigate bags around the building materials that block the corridor. Actually laughable! "", ""photo_id"": ""871658031""}]",en,48,
10150697,Thomas G,,5,2026-07-18,2026-07-31,"Fantastic hotel, great location!","Don't be alarmed by the negative reviews on here. We have just returned from a 3 night stay (July 2026) and the hotel was perfect. Location could not be better. Both Aircon and WiFi were really strong. The hotel staff were great, we forgot our travel adaptors and they provided us with 2, we also required an iron and strong hairdryer and both were brought to our room in minutes.
Our room was lovely, no sign of wear and tear, nice and modern, comfortable bed and we even had a small balcony and great views from the 5th floor 
The rooftop bar is a nice touch but the jacuzzi did look like it needed cleaning but we weren't really interested in this feature.
The breakfast was average, like any European hotel, it was sufficient for what you needed.
Overall we were extremely pleased with the hotel and if we went back to Rome we would almost certainly stay here again, location and value for money were fantastic.",Traveled as a couple,,,en,1,
10150697,Tyler O,,1,2026-07-13,2026-07-31,DO NOT GO! WARNING! STAY AWAY!!!,"DO NOT BOOK HERE IF STAYING IN ANNEX !

Nowhere on the love holidays website does it state that the annex is under construction/ every floor derelict construction site . The room mouldy- exposed wires- walls with holes fillered and un painted- floor dusty and dirty where construction workers have come through. Complained to main hotel which is 100M walk away from main hotel - rude- smirk on his face and didn’t care- told us the main hotel was fully booked. No refund allowed- had to book alternative accommodation- when we returned to the hotel the following day after being advised that manager would be able to issue a refund he tells us he can’t do it either … but a room became available at 3AM in the morning- when we went to look at the room we were offered we asked the porter - when was this available he said “it has been available since yesterday” so we told the manager this he said “he’s just a porter he doesn’t know what he’s talking about” but the room had been cleaned at 7AM? (The cleaners don’t start until 8AM) as I asked. On the afternoon of our final day we asked the 3rd different manager “when did this room 404 become available “ he said “14:30 today” we looked confused because our room  was given to us at 9AM that morning and was told it was available at 3AM , everyone lies- don’t care- don’t help- and clearly don’t like tourists. Genuinely the WORST hotel experience we’ve ever had. Do not go here booking.com somewhere else.",Traveled as a couple,9,"[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/d7/bb/7f/caption.jpg"", ""caption"": """", ""photo_id"": ""869776255""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/d7/bb/80/caption.jpg"", ""caption"": """", ""photo_id"": ""869776256""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/d7/bb/81/caption.jpg"", ""caption"": """", ""photo_id"": ""869776257""}]",en,13,
10150697,Alexander V,,1,2026-07-10,2026-07-31,Worst Experience!,"Without a doubt, this was the worst hotel experience I’ve ever had.

The biggest issue was the room itself. The air conditioning unit was leaking continuously onto the floor throughout our stay. It wasn’t just a few drops—it leaked enough that we had to keep towels on the floor to soak up the water to avoid slipping. This is completely unacceptable for any hotel, let alone one that claims to be a 4-star property.

The room also felt poorly maintained, with visible damage and unfinished repairs. There were holes in the wallpaper where fixtures had clearly been removed, and the overall condition of the room was tired and neglected. The ceiling light fitting was also incomplete, exposing what looked like part of the fixture rather than a properly finished installation.

For the price we paid, I expected a clean, well-maintained room and basic amenities to function properly. Instead, we spent our stay dealing with a leaking air conditioner and a room that felt like it had been patched together rather than properly maintained.

When first checked into hotel too, receptionist went through everything as usual when checking in, also said that we had breakfast included in the stay, so we came down to breakfast the next day and then got told we didn’t have breakfast included, after we basically sat down with our food. When speaking to the manager again he denied saying this. I would have not have gone down to buffet breakfast if he said we didn’t have breakfast included.

The cleaners also cleaned out room every day but one of the days they left our room open all day! we came back and tried to use our key card to find it was already open! anyone could have gone in our room and stolen anything. 

I would not stay here again and would not recommend Hotel 87 to anyone looking for a comfortable stay in Rome. There are far better options available.",Traveled as a couple,,"[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/v2/photo-o/33/d0/51/63/image.jpg"", ""caption"": """", ""photo_id"": ""869290339""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/v2/photo-o/33/d0/51/64/image.jpg"", ""caption"": """", ""photo_id"": ""869290340""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/v2/photo-o/33/d0/51/65/image.jpg"", ""caption"": """", ""photo_id"": ""869290341""}]",en,11,
10150697,Juan M,,1,2026-07-08,2026-07-31,DO NOT STAY IF THEY PLACE YOU IN THE ANNEX,"DO NOT STAY IF THEY PLACE YOU IN THE ANNEX.....Hotel 87 eighty-seven - Maison d'Art Collection is a 4 star, we paid premium prices and were placed in thier annex on the 5th floor, the rest of the building was under construction, the entry way was dusty the walls were marked up, the elevator was full of dust on top and inside. The rooms walls were painted with 2 different paints that didn't matched and looked spotty, the closet light would not turn off and shined all night I had to put a towel to block the light. At 7 in the morning construction workers started to hammer, grind tiles, and throw concrete bags on the floor, that could be heard throughout the building, for 2 days we had to walk down the 5 flights because the were using the elevater to move stuff up and down in the building. I tried 3 times to speak to the manager Fransico and he blow me off till 5 minutes before he went home I explained the issue and he said he spoke to the construction manager and that they would have thier workers would start at 9 am instead of 7 am, he also said to speak to you that he was not going to compensate me for any inconvenience with a I don't care attitude. The next morning construction started again at 7 am, so he basically lied to my face because he knew we were leaving the next morning. That stay was a 1.5 star, I am very disappointed in the experience we had.",Traveled with family,,,en,2,
