城市代码,页码,offset,酒店ID,酒店名称,image_url,酒店链接,评分,评论数,排名描述,排名,排名总数,地址,电话,纬度,经度,城市,最低价格,显示价格,价格区间最低,价格区间最高,住宿类型,酒店风格,亮点设施,促销标签,旅行者之选,旅行者之选奖项,平台SEO摘要,用户评论摘录,用户评论用户名,酒店描述
london,1,0,8147345,InterContinental London - The O2 By IHG,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/96/eb/81/hotel-exterior-evening.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d8147345-Reviews-InterContinental_London_The_O2_By_IHG-London_England.html,4.6,9591,"#177 of 1,209 hotels in London",205,3462,"1 Waterview Drive Greenwich Peninsula, London SE10 0TW England",+44 20 8463 6868,51.503025,-0.00019,London,$393,$393,278,710,Hotel,,Pool|Spa|Restaurant|Bar/Lounge,Sponsored,是,2026 Travelers' Choice,"Modern hotel with stunning river and skyline views, large rooms, and excellent service. Features a top-tier spa, gym, pool, and sauna. Convenient location near The O2 and Jubilee Line. Notable for its diverse restaurants, Sky Bar, afternoon tea, and Club Lounge with evening canapés.",,,"Welcome to InterContinental London - The O2, a luxurious hotel on the Greenwich Peninsula. Indulge in spacious rooms with floor-to-ceiling windows, offering panoramic views of the River Thames and Canary Wharf. Unwind at our award-winning spa, which features an indoor pool, jacuzzi, sauna, and Fitness Centre. Savour a culinary journey at Kinaara, enjoy Indian Afternoon Tea, or elevate your evening at Eighteen Sky Bar. Located steps from The O2, our hotel is perfect for business or leisure stays."
london,5,120,6161763,Sea Containers London,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a5/4d/c3/mondrian-london.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d6161763-Reviews-Sea_Containers_London-London_England.html,4.6,7485,"#139 of 1,209 hotels in London",161,3462,"20 Upper Ground, London SE1 9PD England",+44 20 3747 1000,51.50821,-0.106864,London,$310,$310,297,662,Hotel,,Spa|Restaurant|Bar/Lounge|Fitness centre,Breakfast included,是,2026 Travelers' Choice,"Stylish riverside hotel on the South Bank with stunning Thames views, a rooftop bar, and unique touches like a cinema and cocktail bar. Prime location near galleries, dining, and transport. Spacious rooms, excellent service, and a modern atmosphere for a memorable stay.",,,"Sea Containers London, formerly Mondrian. Experience sophisticated design, unique boutique hotel, luxury dining and award-winning bars. Book Direct & Save!"
london,52,1530,193084,"The Marble Arch Hotel, By Thistle",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/bc/95/c8/hotel-entrance.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d193084-Reviews-The_Marble_Arch_Hotel_By_Thistle-London_England.html,4.6,6892,"#156 of 1,209 hotels in London",179,3462,"Bryanston Street, London W1H 7EH England",+44 20 7523 5060,51.514175,-0.156651,London,,,247,573,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,否,,"Centrally located hotel near Hyde Park and Oxford Street, ideal for shopping and exploring. Features spacious, clean rooms, an executive lounge with excellent breakfast, and a well-stocked mini bar. On-site dining includes a restaurant, bar, and café serving Starbucks coffee.",,,"Moments from Oxford Street, the heart of London's shopping mecca, The Marble Arch hotel is a place you can call home with all the comforts and conveniences you need for a memorable stay. With Regents Street, Hyde Park, Marylebone and dozens of other landmarks nearby, location really is everything. Nearly 700 bright, modern and spacious bedrooms fill this vibrant hotel. Archy's Bar & Lounge is the perfect way to recharge after a day of shopping, sightseeing, or meetings. We offer 12 fully-equipped meeting rooms and a beautiful ballroom for your events. You'll conveniently also enjoy fast, free and unlimited Wi-Fi throughout the hotel."
london,7,180,199868,The Rubens At The Palace,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/24/a9/99/the-rubens-at-the-palace.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d199868-Reviews-The_Rubens_At_The_Palace-London_England.html,4.6,6477,"#35 of 1,209 hotels in London",38,3462,"39 Buckingham Palace Road, London SW1W 0PS England",+44 20 7834 6600,51.498276,-0.143553,London,,,273,679,Hotel,,Restaurant|Bar/Lounge|Air conditioning|Pets Allowed,,是,2026 Travelers' Choice,"Historic hotel with a cozy atmosphere and prime location near Buckingham Palace and Victoria Station. Renowned for exceptional service, beautifully decorated rooms, and superb dining, including a standout full English breakfast, afternoon tea, and a highly praised curry restaurant.",,,"Our beautifully restored historic hotel is cared for by a team who take genuine pride in delivering impeccable service and exceeding expectations at every turn. Overlooking The Royal Mews of Buckingham Palace - the entrance used by the Royal family - The Rubens showcases exceptional dining journeys, and enriching and rewarding experiences, from the very first moment guests are greeted by our red-uniformed doormen..."
london,11,300,614236,Hilton London Tower Bridge,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ba/66/08/exterior.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d614236-Reviews-Hilton_London_Tower_Bridge-London_England.html,4.5,6713,"#246 of 1,209 hotels in London",292,3462,"Tooley Street 5 More London Place, London SE1 2BY England",+44 20 3002 4300,51.504623,-0.082584,London,,,225,630,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice,"Conveniently located near London Bridge station, this hotel offers stunning views of Tower Bridge and the Thames. Close to Borough Market, the Shard, and top dining options. Guests praise the executive lounge for its luxurious amenities, outdoor space, and excellent food selection.",,,"One block from the Thames, our hotel has views of The Shard from our Executive Lounge City Terrace. The London Bridge train station is a two-minute walk away for easy city access. We are within a ten-minute walk to the Tower Bridge, Hay’s Galleria, HMS Belfast, Borough Market, and more. Enjoy our on-site dining, bar, and fitness center. Choices of elegant rooms await your arrival at Hilton London Tower Bridge. Upgrade to an Executive room to benefit with exclusive access from complimentary breakfast each morning, refreshments throughout the day, and canapes with alcoholic beverages in the evening while enjoying spectacular London views from the City terrace."
london,4,90,621785,"The Hoxton, Shoreditch",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/85/d0/10/cosy-up.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d621785-Reviews-The_Hoxton_Shoreditch-London_England.html,4.5,6594,"#345 of 1,209 hotels in London",406,3462,"81 Great Eastern St Hackney, London EC2A 3HU England",+44 20 7550 1000,51.525608,-0.082888,London,$303,$303,227,565,Hotel,,Restaurant|Bar/Lounge|Air conditioning|Pets Allowed,,是,2026 Travelers' Choice,"Modern hotel in Shoreditch's vibrant, hip area near restaurants, bars, and attractions like Brick Lane and Spitalfields Market. Stylish rooms, helpful staff, restaurant options, and great transport links.",,,"Surrounded by hip restaurants and bars in the trendy Shoreditch neighbourhood, this chic hotel is a 6-minute walk from the Old Street tube station, 12 minutes' walks from the lively curry houses of Brick Lane, and 2 miles from the Tower of London. Hip, individually decorated rooms with contemporary and/or mid-century modern decor feature free Wi-Fi and flat-screen TVs, plus rainfall showerheads, minifridges, and tea and coffeemaking facilities. In-room breakfast bags are provided. Room service is available. There's a fashionable grill restaurant with exposed brick walls, and a funky lobby bar, plus a library, and meeting and evening space."
london,1,0,192068,Pullman London St Pancras,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/0c/1e/3b/caption.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d192068-Reviews-Pullman_London_St_Pancras-London_England.html,4.5,6223,"#359 of 1,209 hotels in London",421,3462,"100 - 110 Euston Road, London NW1 2AJ England",+44 20 7666 9000,51.5286,-0.128333,London,$250,$250,233,510,Hotel,,Spa|Restaurant|Bar/Lounge|Fitness centre,,是,2026 Travelers' Choice,"Modern hotel near King’s Cross, St Pancras, and Euston stations. Trendy decor, spacious rooms, excellent breakfast, elegant dining, and great views. Convenient for public transport, restaurants, and attractions.",,,"Rest assured that we are still here to welcome you and allow you to stay on top of your game ! Pullman London St Pancras has everything you need to unlock your potential. There’s space for you to work, create and connect in the 312 modern rooms and suites, 17 meeting rooms, not to mention the vibrant lobby. Always looking to up our game, we redefine what it means to travel. Our holistic well-being program is fresh; as is the cuisine we serve – all designed to fuel performance while expertly balancing indulgence and health. Everywhere you turn, art surrounds and inspires you. And, there’s the opportunity to play around every corner. Located in King’s Cross, the contemporary, stylish and cosmopolitan Pullman London St Pancras opens up new travel possibilities, with London on your doorstep and Saint Pancras International Station and Eurostar trains just 5 minutes away by foot. Your health & safety is our priority - visit our website for all the latest updates."
london,11,300,798951,Andaz London Liverpool Street By Hyatt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/d1/0e/c0/andaz-london.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d798951-Reviews-Andaz_London_Liverpool_Street_By_Hyatt-London_England.html,4.5,5481,"#196 of 1,209 hotels in London",227,3462,"40 Liverpool Street, London EC2M 7QN England",+44 20 7961 1234,51.51738,-0.081596,London,,,329,927,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Airport transportation,,是,2026 Travelers' Choice,"Quirky hotel blending historic charm and modern design near Liverpool Street Station. Stylish rooms, free minibar, multiple dining options, and Masonic temple tours. Surrounded by restaurants, pubs, and markets.",,,"Right in the heart of the city, this 5-star hotel is your go-to for work hustle or just kicking back on a chill weekend break. Back in the day, it was known as the Great Eastern, a London railway hotel with its iconic redbrick Victorian charm dating back to 1884. When you step inside, it's like time-travelling into the 21st century, with 267 designer guest rooms. ​ At Andaz London by Hyatt experience the city as a local and explore London's gems right at our doorstep. The iconic Tower of London and Tower Bridge are just steps away, for a burst of floral charm, Columbia Road Flower Market awaits, while the legendary Brick Lane and vibrant Spitalfields offer the ultimate cool and quirky experiences. ​ Our five-star lifestyle hotel is also the perfect place for a dinner, a bottomless brunch or a few cocktails. You will also find a modern gym and in-room treatments are available to enhance your stay in East London."
london,4,90,210361,Premier Inn London County Hall Hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/fb/38/07/premier-inn-london-county.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d210361-Reviews-Premier_Inn_London_County_Hall_Hotel-London_England.html,4.4,11997,"#410 of 1,209 hotels in London",482,3462,"County Hall Belvedere Road, London SE1 7PB England",+44 333 321 1246,51.5025,-0.118072,London,$173,$173,158,328,Hotel,,Restaurant|Bar/Lounge|Family Friendly,,是,2026 Travelers' Choice,"Centrally located hotel on the South Bank near the London Eye, Westminster, and Big Ben. Ideal for sightseeing with easy access to Waterloo station, restaurants, and shops. Features spacious, clean rooms in a historic building. Great base for exploring London at a reasonable price.",,,"Enjoy London city breaks in style at our Premier Inn London County Hall hotel. Set inside the city's historic County Hall - an iconic Grade II listed building - we're just a short walk away from some of the city's main tourist attractions like the London Eye, The London Dungeon and Jubilee Gardens. Kids will love visiting the popular London Aquarium, while other London South Bank attractions like the Tate Modern and Shakespeare's Globe Theatre are unmissable for culture lovers. Big Ben isn't far away either and, as you'll be close to Westminster Bridge, neither is Westminster Abbey. If you want to visit other London boroughs, you can head straight for Waterloo Station, which is only about an eight-minute walk away. Leave some extra time to wander through Waterloo Graffiti Tunnel on your way!"
london,7,180,193079,The Royal Horseguards,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ba/cc/64/the-royal-horseguards.jpg,https://www.tripadvisor.co.uk/Hotel_Review-g186338-d193079-Reviews-The_Royal_Horseguards-London_England.html,4.4,8943,"#226 of 1,209 hotels in London",269,3462,"2 Whitehall Court, London SW1A 2EJ England",+44 20 7523 5062,51.50605,-0.124196,London,,,295,597,Hotel,,Restaurant|Bar/Lounge|Fitness centre|Air conditioning,,是,2026 Travelers' Choice,"Historic hotel near Trafalgar Square and the Thames, ideal for exploring London’s landmarks. Highlights include luxurious rooms, some with stunning river views, top-quality service, and the Equus Bar’s cocktails. Convenient location near transport, offering charm and hospitality.",,,"Located on the River Thames in historic Whitehall, this iconic Victorian hotel provides a unique stay in the heart of central London. Blending heritage charm with modern comfort, just a 5-minute walk from the National Gallery, Trafalgar Square, and within easy reach of Covent Garden and the West End. Experience warm service, elegant interiors, free Wi-Fi, garden terrace dining, traditional afternoon tea, and rooms with sweeping views across London's skyline and the River Thames."
